BranchNum,BranchName,Date,Rainfall,HourMaxRainfall,HourMaxTime
108,서울,2014-06-01,,,
108,서울,2014-06-02,2.0,0.9,11:41
108,서울,2014-06-03,33.0,6.0,05:32
108,서울,2014-06-04,,,
108,서울,2014-06-05,,,
108,서울,2014-06-06,,,
108,서울,2014-06-07,,,
108,서울,2014-06-08,,,
108,서울,2014-06-09,,,
108,서울,2014-06-10,5.5,2.5,16:16
108,서울,2014-06-11,19.0,14.0,15:29
108,서울,2014-06-12,0.1,0.1,
108,서울,2014-06-13,0.0,0.0,
108,서울,2014-06-14,,,
108,서울,2014-06-15,,,
108,서울,2014-06-16,,,
108,서울,2014-06-17,3.5,3.5,19:55
108,서울,2014-06-18,0.1,0.1,
108,서울,2014-06-19,0.0,0.0,
108,서울,2014-06-20,1.5,1.0,21:10
108,서울,2014-06-21,8.5,5.5,19:03
108,서울,2014-06-22,0.4,0.4,19:57
108,서울,2014-06-23,24.5,14.5,15:40
108,서울,2014-06-24,,,
108,서울,2014-06-25,,,
108,서울,2014-06-26,,,
108,서울,2014-06-27,,,
108,서울,2014-06-28,0.0,0.0,
108,서울,2014-06-29,,,
108,서울,2014-06-30,,,
108,서울,2014-07-01,,,
108,서울,2014-07-02,20.5,18.0,21:50
108,서울,2014-07-03,2.0,1.0,11:05
108,서울,2014-07-04,,,
108,서울,2014-07-05,,,
108,서울,2014-07-06,,,
108,서울,2014-07-07,,,
108,서울,2014-07-08,0.2,0.2,
108,서울,2014-07-09,0.5,0.4,14:44
108,서울,2014-07-10,,,
108,서울,2014-07-11,,,
108,서울,2014-07-12,,,
108,서울,2014-07-13,,,
108,서울,2014-07-14,,,
108,서울,2014-07-15,,,
108,서울,2014-07-16,,,
108,서울,2014-07-17,0.2,0.2,
108,서울,2014-07-18,1.5,1.5,04:43
108,서울,2014-07-19,,,
108,서울,2014-07-20,,,
108,서울,2014-07-21,,,
108,서울,2014-07-22,16.5,15.5,18:41
108,서울,2014-07-23,55.0,21.5,03:06
108,서울,2014-07-24,48.0,10.5,06:09
108,서울,2014-07-25,59.5,34.5,01:14
108,서울,2014-07-26,2.5,0.6,03:54
108,서울,2014-07-27,,,
108,서울,2014-07-28,,,
108,서울,2014-07-29,,,
108,서울,2014-07-30,,,
108,서울,2014-07-31,1.5,1.5,17:25
108,서울,2015-06-01,,,
108,서울,2015-06-02,,,
108,서울,2015-06-03,,,
108,서울,2015-06-04,,,
108,서울,2015-06-05,1.0,0.5,13:03
108,서울,2015-06-06,,,
108,서울,2015-06-07,,,
108,서울,2015-06-08,,,
108,서울,2015-06-09,,,
108,서울,2015-06-10,,,
108,서울,2015-06-11,7.5,5.5,22:23
108,서울,2015-06-12,0.5,0.5,01:55
108,서울,2015-06-13,0.5,0.4,00:37
108,서울,2015-06-14,15.5,15.0,05:12
108,서울,2015-06-15,,,
108,서울,2015-06-16,,,
108,서울,2015-06-17,9.5,10.5,23:30
108,서울,2015-06-18,3.0,2.5,00:01
108,서울,2015-06-19,,,
108,서울,2015-06-20,44.5,25.5,09:30
108,서울,2015-06-21,,,
108,서울,2015-06-22,,,
108,서울,2015-06-23,,,
108,서울,2015-06-24,,,
108,서울,2015-06-25,2.0,1.1,20:33
108,서울,2015-06-26,12.5,4.0,01:53
108,서울,2015-06-27,,,
108,서울,2015-06-28,,,
108,서울,2015-06-29,0.0,0.0,
108,서울,2015-06-30,2.5,2.0,18:23
108,서울,2015-07-01,0.5,0.5,00:04
108,서울,2015-07-02,,,
108,서울,2015-07-03,,,
108,서울,2015-07-04,,,
108,서울,2015-07-05,,,
108,서울,2015-07-06,,,
108,서울,2015-07-07,,,
108,서울,2015-07-08,0.5,0.5,08:04
108,서울,2015-07-09,,,
108,서울,2015-07-10,,,
108,서울,2015-07-11,0.0,0.0,
108,서울,2015-07-12,29.0,4.0,11:10
108,서울,2015-07-13,10.0,2.5,01:44
108,서울,2015-07-14,,,
108,서울,2015-07-15,,,
108,서울,2015-07-16,,,
108,서울,2015-07-17,,,
108,서울,2015-07-18,0.5,0.5,17:39
108,서울,2015-07-19,5.0,2.5,01:45
108,서울,2015-07-20,,,
108,서울,2015-07-21,11.0,10.5,04:17
108,서울,2015-07-22,1.0,0.5,12:28
108,서울,2015-07-23,16.0,6.0,16:15
108,서울,2015-07-24,26.5,7.0,03:47
108,서울,2015-07-25,80.0,31.0,16:35
108,서울,2015-07-26,40.5,14.0,05:46
108,서울,2015-07-27,1.5,1.5,03:12
108,서울,2015-07-28,0.0,0.0,
108,서울,2015-07-29,4.0,3.0,07:37
108,서울,2015-07-30,,,
108,서울,2015-07-31,,,
108,서울,2016-06-01,,,
108,서울,2016-06-02,,,
108,서울,2016-06-03,,,
108,서울,2016-06-04,,,
108,서울,2016-06-05,,,
108,서울,2016-06-06,0.0,0.0,
108,서울,2016-06-07,0.1,0.1,
108,서울,2016-06-08,,,
108,서울,2016-06-09,,,
108,서울,2016-06-10,,,
108,서울,2016-06-11,3.0,1.5,15:07
108,서울,2016-06-12,1.5,1.5,-23:31
108,서울,2016-06-13,,,
108,서울,2016-06-14,0.0,0.0,
108,서울,2016-06-15,15.5,7.0,05:39
108,서울,2016-06-16,0.0,0.0,
108,서울,2016-06-17,,,
108,서울,2016-06-18,,,
108,서울,2016-06-19,0.0,0.0,
108,서울,2016-06-20,,,
108,서울,2016-06-21,,,
108,서울,2016-06-22,30.5,26.0,13:39
108,서울,2016-06-23,0.1,0.1,
108,서울,2016-06-24,3.5,1.0,06:19
108,서울,2016-06-25,,,
108,서울,2016-06-26,,,
108,서울,2016-06-27,,,
108,서울,2016-06-28,,,
108,서울,2016-06-29,,,
108,서울,2016-06-30,0.2,0.1,
108,서울,2016-07-01,108.5,31.5,14:40
108,서울,2016-07-02,4.0,2.0,01:21
108,서울,2016-07-03,,,
108,서울,2016-07-04,29.5,13.0,21:39
108,서울,2016-07-05,100.5,40.0,08:39
108,서울,2016-07-06,0.0,0.0,
108,서울,2016-07-07,0.0,0.0,
108,서울,2016-07-08,,,
108,서울,2016-07-09,,,
108,서울,2016-07-10,,,
108,서울,2016-07-11,0.0,0.0,
108,서울,2016-07-12,3.0,2.0,05:20
108,서울,2016-07-13,0.0,0.0,
108,서울,2016-07-14,0.1,0.1,
108,서울,2016-07-15,1.5,1.4,22:49
108,서울,2016-07-16,46.5,9.0,05:41
108,서울,2016-07-17,2.5,2.5,-23:47
108,서울,2016-07-18,0.2,0.2,
108,서울,2016-07-19,,,
108,서울,2016-07-20,,,
108,서울,2016-07-21,,,
108,서울,2016-07-22,,,
108,서울,2016-07-23,0.5,0.4,18:55
108,서울,2016-07-24,0.5,0.5,12:05
108,서울,2016-07-25,,,
108,서울,2016-07-26,,,
108,서울,2016-07-27,0.5,0.5,13:30
108,서울,2016-07-28,0.2,0.2,
108,서울,2016-07-29,59.5,51.5,06:26
108,서울,2016-07-30,0.5,0.5,00:00
108,서울,2016-07-31,0.2,0.1,
108,서울,2017-06-01,,,
108,서울,2017-06-02,0.0,0.0,
108,서울,2017-06-03,,,
108,서울,2017-06-04,,,
108,서울,2017-06-05,0.0,0.0,
108,서울,2017-06-06,15.5,8.5,20:10
108,서울,2017-06-07,12.5,4.0,-23:49
108,서울,2017-06-08,,,
108,서울,2017-06-09,0.1,0.1,
108,서울,2017-06-10,4.5,4.0,05:13
108,서울,2017-06-11,,,
108,서울,2017-06-12,,,
108,서울,2017-06-13,0.0,0.0,
108,서울,2017-06-14,,,
108,서울,2017-06-15,,,
108,서울,2017-06-16,,,
108,서울,2017-06-17,,,
108,서울,2017-06-18,,,
108,서울,2017-06-19,,,
108,서울,2017-06-20,0.0,0.0,
108,서울,2017-06-21,0.0,0.0,
108,서울,2017-06-22,,,
108,서울,2017-06-23,,,
108,서울,2017-06-24,3.5,2.5,22:45
108,서울,2017-06-25,1.5,0.9,15:55
108,서울,2017-06-26,29.0,17.0,08:15
108,서울,2017-06-27,0.0,0.0,
108,서울,2017-06-28,,,
108,서울,2017-06-29,,,
108,서울,2017-06-30,,,
108,서울,2017-07-01,0.5,0.5,18:59
108,서울,2017-07-02,92.0,43.0,22:47
108,서울,2017-07-03,67.5,53.0,00:05
108,서울,2017-07-04,0.5,0.5,03:05
108,서울,2017-07-05,,,
108,서울,2017-07-06,34.0,25.0,17:50
108,서울,2017-07-07,16.5,9.0,19:00
108,서울,2017-07-08,4.5,1.5,05:35
108,서울,2017-07-09,32.5,8.0,02:10
108,서울,2017-07-10,144.5,32.0,19:35
108,서울,2017-07-11,1.0,1.0,00:01
108,서울,2017-07-12,0.0,0.0,
108,서울,2017-07-13,,,
108,서울,2017-07-14,0.0,0.0,
108,서울,2017-07-15,42.5,17.5,04:16
108,서울,2017-07-16,22.5,12.5,04:11
108,서울,2017-07-17,7.5,6.5,13:35
108,서울,2017-07-18,2.5,1.0,04:47
108,서울,2017-07-19,,,
108,서울,2017-07-20,,,
108,서울,2017-07-21,,,
108,서울,2017-07-22,0.5,0.4,05:41
108,서울,2017-07-23,133.5,48.0,10:41
108,서울,2017-07-24,3.0,2.0,12:04
108,서울,2017-07-25,,,
108,서울,2017-07-26,,,
108,서울,2017-07-27,3.5,3.5,23:09
108,서울,2017-07-28,8.5,2.0,04:28
108,서울,2017-07-29,0.0,0.0,
108,서울,2017-07-30,,,
108,서울,2017-07-31,3.5,2.0,08:56
108,서울,2018-06-01,,,
108,서울,2018-06-02,,,
108,서울,2018-06-03,,,
108,서울,2018-06-04,,,
108,서울,2018-06-05,,,
108,서울,2018-06-06,,,
108,서울,2018-06-07,,,
108,서울,2018-06-08,,,
108,서울,2018-06-09,0.5,0.5,19:19
108,서울,2018-06-10,0.5,0.5,-23:59
108,서울,2018-06-11,5.0,4.5,22:20
108,서울,2018-06-12,0.0,0.0,
108,서울,2018-06-13,0.0,0.0,
108,서울,2018-06-14,29.0,19.5,06:28
108,서울,2018-06-15,16.5,11.5,02:44
108,서울,2018-06-16,,,
108,서울,2018-06-17,,,
108,서울,2018-06-18,,,
108,서울,2018-06-19,,,
108,서울,2018-06-20,,,
108,서울,2018-06-21,,,
108,서울,2018-06-22,,,
108,서울,2018-06-23,,,
108,서울,2018-06-24,,,
108,서울,2018-06-25,,,
108,서울,2018-06-26,71.5,18.5,09:49
108,서울,2018-06-27,1.0,0.5,00:46
108,서울,2018-06-28,26.5,22.5,17:00
108,서울,2018-06-29,6.5,4.5,04:53
108,서울,2018-06-30,14.5,9.9,11:25
108,서울,2018-07-01,83.5,20.5,10:16
108,서울,2018-07-02,59.5,25.0,18:44
108,서울,2018-07-03,0.1,0.1,
108,서울,2018-07-04,,,
108,서울,2018-07-05,0.5,0.5,05:45
108,서울,2018-07-06,,,
108,서울,2018-07-07,,,
108,서울,2018-07-08,,,
108,서울,2018-07-09,14.0,9.5,23:30
108,서울,2018-07-10,16.5,9.5,00:43
108,서울,2018-07-11,3.0,1.0,04:09
108,서울,2018-07-12,1.0,0.5,03:43
108,서울,2018-07-13,,,
108,서울,2018-07-14,0.0,0.0,
108,서울,2018-07-15,,,
108,서울,2018-07-16,,,
108,서울,2018-07-17,,,
108,서울,2018-07-18,,,
108,서울,2018-07-19,,,
108,서울,2018-07-20,,,
108,서울,2018-07-21,,,
108,서울,2018-07-22,,,
108,서울,2018-07-23,,,
108,서울,2018-07-24,,,
108,서울,2018-07-25,,,
108,서울,2018-07-26,,,
108,서울,2018-07-27,,,
108,서울,2018-07-28,7.5,7.5,13:55
108,서울,2018-07-29,,,
108,서울,2018-07-30,,,
108,서울,2018-07-31,,,
108,서울,2019-06-01,,,
108,서울,2019-06-02,,,
108,서울,2019-06-03,,,
108,서울,2019-06-04,,,
108,서울,2019-06-05,,,
108,서울,2019-06-06,7.5,3.4,19:28
108,서울,2019-06-07,35.3,12.1,02:34
108,서울,2019-06-08,,,
108,서울,2019-06-09,2.5,1.6,20:55
108,서울,2019-06-10,9.5,3.5,01:06
108,서울,2019-06-11,,,
108,서울,2019-06-12,,,
108,서울,2019-06-13,,,
108,서울,2019-06-14,,,
108,서울,2019-06-15,2.1,2.1,18:15
108,서울,2019-06-16,,,
108,서울,2019-06-17,0.0,0.0,
108,서울,2019-06-18,13.8,7.8,05:59
108,서울,2019-06-19,0.2,0.2,
108,서울,2019-06-20,,,
108,서울,2019-06-21,0.2,0.2,
108,서울,2019-06-22,,,
108,서울,2019-06-23,,,
108,서울,2019-06-24,,,
108,서울,2019-06-25,,,
108,서울,2019-06-26,0.0,0.0,
108,서울,2019-06-27,1.4,1.3,00:33
108,서울,2019-06-28,0.0,0.0,
108,서울,2019-06-29,1.5,0.5,03:41
108,서울,2019-06-30,0.0,0.0,
108,서울,2019-07-01,,,
108,서울,2019-07-02,,,
108,서울,2019-07-03,,,
108,서울,2019-07-04,,,
108,서울,2019-07-05,0.0,0.0,
108,서울,2019-07-06,,,
108,서울,2019-07-07,,,
108,서울,2019-07-08,,,
108,서울,2019-07-09,,,
108,서울,2019-07-10,8.5,2.7,20:19
108,서울,2019-07-11,2.9,1.6,05:34
108,서울,2019-07-12,,,
108,서울,2019-07-13,0.0,0.0,
108,서울,2019-07-14,,,
108,서울,2019-07-15,7.7,4.3,16:14
108,서울,2019-07-16,6.3,4.4,01:30
108,서울,2019-07-17,0.7,0.7,11:25
108,서울,2019-07-18,,,
108,서울,2019-07-19,0.0,0.0,
108,서울,2019-07-20,1.1,0.8,07:56
108,서울,2019-07-21,6.2,1.6,13:10
108,서울,2019-07-22,0.1,0.1,
108,서울,2019-07-23,,,
108,서울,2019-07-24,1.0,0.6,07:47
108,서울,2019-07-25,9.7,5.1,17:31
108,서울,2019-07-26,60.0,20.7,08:29
108,서울,2019-07-27,0.6,0.6,03:49
108,서울,2019-07-28,25.6,11.3,08:04
108,서울,2019-07-29,0.5,0.5,00:25
108,서울,2019-07-30,1.2,0.8,16:20
108,서울,2019-07-31,62.3,26.3,07:24
108,서울,2020-06-01,0.4,0.3,-23:45
108,서울,2020-06-02,2.0,1.9,10:55
108,서울,2020-06-03,,,
108,서울,2020-06-04,0.2,0.1,
108,서울,2020-06-05,,,
108,서울,2020-06-06,,,
108,서울,2020-06-07,,,
108,서울,2020-06-08,,,
108,서울,2020-06-09,,,
108,서울,2020-06-10,6.2,2.9,20:19
108,서울,2020-06-11,0.0,0.1,
108,서울,2020-06-12,,,
108,서울,2020-06-13,0.0,0.0,
108,서울,2020-06-14,1.1,1.1,02:31
108,서울,2020-06-15,,,
108,서울,2020-06-16,,,
108,서울,2020-06-17,,,
108,서울,2020-06-18,,,
108,서울,2020-06-19,0.1,0.1,
108,서울,2020-06-20,,,
108,서울,2020-06-21,,,
108,서울,2020-06-22,,,
108,서울,2020-06-23,0.0,0.0,
108,서울,2020-06-24,37.6,8.5,11:05
108,서울,2020-06-25,13.3,3.5,01:20
108,서울,2020-06-26,2.1,0.9,-23:31
108,서울,2020-06-27,0.0,0.0,
108,서울,2020-06-28,,,
108,서울,2020-06-29,11.9,9.6,23:31
108,서울,2020-06-30,64.7,15.9,03:30
108,서울,2020-07-01,0.0,0.0,
108,서울,2020-07-02,,,
108,서울,2020-07-03,0.1,0.5,23:30
108,서울,2020-07-04,1.6,0.9,00:36
108,서울,2020-07-05,,,
108,서울,2020-07-06,,,
108,서울,2020-07-07,0.0,0.0,
108,서울,2020-07-08,,,
108,서울,2020-07-09,,,
108,서울,2020-07-10,2.2,1.9,08:00
108,서울,2020-07-11,,,
108,서울,2020-07-12,2.9,0.9,16:44
108,서울,2020-07-13,47.6,6.2,22:15
108,서울,2020-07-14,11.5,5.9,-23:31
108,서울,2020-07-15,,,
108,서울,2020-07-16,,,
108,서울,2020-07-17,0.0,0.0,
108,서울,2020-07-18,,,
108,서울,2020-07-19,29.1,19.3,08:20
108,서울,2020-07-20,3.6,1.3,02:31
108,서울,2020-07-21,0.0,0.0,
108,서울,2020-07-22,11.5,6.2,07:58
108,서울,2020-07-23,103.1,18.5,17:17
108,서울,2020-07-24,2.9,2.3,08:55
108,서울,2020-07-25,0.0,0.0,
108,서울,2020-07-26,0.0,0.0,
108,서울,2020-07-27,2.2,0.6,03:06
108,서울,2020-07-28,0.4,0.3,16:14
108,서울,2020-07-29,50.1,27.1,09:02
108,서울,2020-07-30,0.1,0.1,
108,서울,2020-07-31,1.5,1.2,23:05
108,서울,2021-06-01,3.2,2.3,07:12
108,서울,2021-06-02,,,
108,서울,2021-06-03,18.1,5.1,19:44
108,서울,2021-06-04,,,
108,서울,2021-06-05,,,
108,서울,2021-06-06,,,
108,서울,2021-06-07,0.0,0.0,
108,서울,2021-06-08,0.1,0.1,
108,서울,2021-06-09,,,
108,서울,2021-06-10,6.1,5.1,22:57
108,서울,2021-06-11,4.6,2.6,02:19
108,서울,2021-06-12,,,
108,서울,2021-06-13,,,
108,서울,2021-06-14,,,
108,서울,2021-06-15,1.9,0.9,10:18
108,서울,2021-06-16,,,
108,서울,2021-06-17,0.0,0.0,
108,서울,2021-06-18,6.3,1.7,05:53
108,서울,2021-06-19,,,
108,서울,2021-06-20,,,
108,서울,2021-06-21,,,
108,서울,2021-06-22,0.0,0.0,
108,서울,2021-06-23,7.5,7.5,15:30
108,서울,2021-06-24,,,
108,서울,2021-06-25,,,
108,서울,2021-06-26,4.5,2.6,03:39
108,서울,2021-06-27,38.2,37.7,18:24
108,서울,2021-06-28,0.1,0.1,
108,서울,2021-06-29,8.0,8.0,16:14
108,서울,2021-06-30,6.0,6.0,11:59
108,서울,2021-07-01,,,
108,서울,2021-07-02,,,
108,서울,2021-07-03,60.0,13.8,16:56
108,서울,2021-07-04,21.4,5.3,00:45
108,서울,2021-07-05,,,
108,서울,2021-07-06,,,
108,서울,2021-07-07,12.7,12.4,20:25
108,서울,2021-07-08,2.9,2.7,00:02
108,서울,2021-07-09,0.0,0.0,
108,서울,2021-07-10,0.5,0.2,
108,서울,2021-07-11,0.4,0.4,06:12
108,서울,2021-07-12,,,
108,서울,2021-07-13,,,
108,서울,2021-07-14,,,
108,서울,2021-07-15,0.0,0.0,
108,서울,2021-07-16,,,
108,서울,2021-07-17,0.0,0.0,
108,서울,2021-07-18,,,
108,서울,2021-07-19,67.4,65.7,14:06
108,서울,2021-07-20,0.0,0.0,
108,서울,2021-07-21,,,
108,서울,2021-07-22,,,
108,서울,2021-07-23,,,
108,서울,2021-07-24,,,
108,서울,2021-07-25,,,
108,서울,2021-07-26,,,
108,서울,2021-07-27,,,
108,서울,2021-07-28,0.0,0.0,
108,서울,2021-07-29,,,
108,서울,2021-07-30,,,
108,서울,2021-07-31,3.0,2.4,02:01
108,서울,2022-06-01,,,
108,서울,2022-06-02,,,
108,서울,2022-06-03,,,
108,서울,2022-06-04,,,
108,서울,2022-06-05,0.0,0.0,
108,서울,2022-06-06,4.3,1.7,06:38
108,서울,2022-06-07,0.0,0.0,
108,서울,2022-06-08,,,
108,서울,2022-06-09,2.6,2.5,12:45
108,서울,2022-06-10,1.2,1.2,13:38
108,서울,2022-06-11,,,
108,서울,2022-06-12,,,
108,서울,2022-06-13,18.0,15.9,02:43
108,서울,2022-06-14,0.0,0.0,
108,서울,2022-06-15,18.5,5.8,01:44
108,서울,2022-06-16,0.7,0.3,00:35
108,서울,2022-06-17,,,
108,서울,2022-06-18,0.0,0.0,
108,서울,2022-06-19,,,
108,서울,2022-06-20,,,
108,서울,2022-06-21,,,
108,서울,2022-06-22,,,
108,서울,2022-06-23,103.0,34.4,17:54
108,서울,2022-06-24,19.1,14.4,00:01
108,서울,2022-06-25,,,
108,서울,2022-06-26,,,
108,서울,2022-06-27,6.1,1.6,11:45
108,서울,2022-06-28,6.3,3.2,13:17
108,서울,2022-06-29,37.8,10.6,11:33
108,서울,2022-06-30,176.2,24.0,09:53
108,서울,2022-07-01,,,
108,서울,2022-07-02,,,
108,서울,2022-07-03,,,
108,서울,2022-07-04,0.0,0.0,
108,서울,2022-07-05,0.0,0.0,
108,서울,2022-07-06,16.1,15.6,21:54
108,서울,2022-07-07,0.0,0.0,
108,서울,2022-07-08,1.7,1.7,00:55
108,서울,2022-07-09,0.1,0.1,
108,서울,2022-07-10,0.0,0.0,
108,서울,2022-07-11,9.0,7.7,15:27
108,서울,2022-07-12,,,
108,서울,2022-07-13,114.5,30.3,14:24
108,서울,2022-07-14,0.9,0.5,04:27
108,서울,2022-07-15,,,
108,서울,2022-07-16,34.0,33.8,16:30
108,서울,2022-07-17,0.0,0.0,
108,서울,2022-07-18,,,
108,서울,2022-07-19,,,
108,서울,2022-07-20,1.1,0.8,22:38
108,서울,2022-07-21,10.4,3.4,05:22
108,서울,2022-07-22,5.2,5.2,12:35
108,서울,2022-07-23,9.9,4.2,21:54
108,서울,2022-07-24,1.2,1.6,-23:43
108,서울,2022-07-25,,,
108,서울,2022-07-26,,,
108,서울,2022-07-27,,,
108,서울,2022-07-28,,,
108,서울,2022-07-29,,,
108,서울,2022-07-30,1.0,1.0,14:45
108,서울,2022-07-31,47.2,18.0,21:41
108,서울,2023-06-01,,,
108,서울,2023-06-02,0.0,0.0,
108,서울,2023-06-03,,,
108,서울,2023-06-04,,,
108,서울,2023-06-05,,,
108,서울,2023-06-06,0.0,0.0,
108,서울,2023-06-07,0.0,0.0,
108,서울,2023-06-08,1.9,1.5,22:51
108,서울,2023-06-09,1.2,0.6,01:13
108,서울,2023-06-10,0.8,1.7,23:31
108,서울,2023-06-11,32.2,16.1,03:12
108,서울,2023-06-12,0.0,0.0,
108,서울,2023-06-13,0.0,0.0,
108,서울,2023-06-14,30.6,30.6,13:55
108,서울,2023-06-15,,,
108,서울,2023-06-16,,,
108,서울,2023-06-17,,,
108,서울,2023-06-18,,,
108,서울,2023-06-19,,,
108,서울,2023-06-20,6.4,6.4,23:31
108,서울,2023-06-21,24.9,8.4,03:02
108,서울,2023-06-22,0.0,0.0,
108,서울,2023-06-23,,,
108,서울,2023-06-24,,,
108,서울,2023-06-25,,,
108,서울,2023-06-26,30.3,11.1,05:17
108,서울,2023-06-27,2.5,2.5,01:13
108,서울,2023-06-28,0.0,0.0,
108,서울,2023-06-29,63.8,33.8,10:42
108,서울,2023-06-30,1.0,0.4,00:07
108,서울,2023-07-01,,,
108,서울,2023-07-02,,,
108,서울,2023-07-03,,,
108,서울,2023-07-04,61.8,28.5,19:21
108,서울,2023-07-05,15.3,13.8,00:24
108,서울,2023-07-06,,,
108,서울,2023-07-07,,,
108,서울,2023-07-08,,,
108,서울,2023-07-09,47.5,24.6,10:27
108,서울,2023-07-10,11.5,11.5,05:30
108,서울,2023-07-11,58.3,15.4,09:52
108,서울,2023-07-12,0.7,0.5,03:25
108,서울,2023-07-13,91.6,35.0,13:59
108,서울,2023-07-14,72.7,20.3,-23:35
108,서울,2023-07-15,2.3,0.6,02:03
108,서울,2023-07-16,9.7,9.6,11:55
108,서울,2023-07-17,1.4,1.5,23:30
108,서울,2023-07-18,2.3,0.8,10:46
108,서울,2023-07-19,,,
108,서울,2023-07-20,,,
108,서울,2023-07-21,,,
108,서울,2023-07-22,12.3,10.1,18:23
108,서울,2023-07-23,40.2,9.1,06:57
108,서울,2023-07-24,0.4,0.4,00:30
108,서울,2023-07-25,5.6,5.5,
108,서울,2023-07-26,1.0,1.0,09:15
108,서울,2023-07-27,0.0,0.0,
108,서울,2023-07-28,,,
108,서울,2023-07-29,,,
108,서울,2023-07-30,25.0,20.0,18:01
108,서울,2023-07-31,0.3,0.3,14:55
108,서울,2024-06-01,0.0,0.0,
108,서울,2024-06-02,,,
108,서울,2024-06-03,,,
108,서울,2024-06-04,,,
108,서울,2024-06-05,,,
108,서울,2024-06-06,,,
108,서울,2024-06-07,0.8,0.8,22:59
108,서울,2024-06-08,16.9,12.4,09:03
108,서울,2024-06-09,,,
108,서울,2024-06-10,,,
108,서울,2024-06-11,,,
108,서울,2024-06-12,,,
108,서울,2024-06-13,,,
108,서울,2024-06-14,,,
108,서울,2024-06-15,6.1,5.1,03:28
108,서울,2024-06-16,,,
108,서울,2024-06-17,,,
108,서울,2024-06-18,,,
108,서울,2024-06-19,,,
108,서울,2024-06-20,,,
108,서울,2024-06-21,,,
108,서울,2024-06-22,16.5,4.7,10:14
108,서울,2024-06-23,5.1,3.0,20:49
108,서울,2024-06-24,0.0,0.0,
108,서울,2024-06-25,,,
108,서울,2024-06-26,,,
108,서울,2024-06-27,,,
108,서울,2024-06-28,,,
108,서울,2024-06-29,38.3,20.7,20:35
108,서울,2024-06-30,32.2,15.9,00:06
108,서울,2024-07-01,,,
108,서울,2024-07-02,65.1,24.0,11:27
108,서울,2024-07-03,0.8,1.2,-23:31
108,서울,2024-07-04,3.6,3.6,21:55
108,서울,2024-07-05,4.1,3.3,-23:44
108,서울,2024-07-06,2.8,2.0,04:49
108,서울,2024-07-07,28.7,26.8,18:13
108,서울,2024-07-08,21.1,7.1,03:52
108,서울,2024-07-09,0.3,0.2,
108,서울,2024-07-10,1.4,1.4,-23:49
108,서울,2024-07-11,,,
108,서울,2024-07-12,,,
108,서울,2024-07-13,0.0,0.0,
108,서울,2024-07-14,0.4,0.4,
108,서울,2024-07-15,0.0,0.0,
108,서울,2024-07-16,17.0,7.3,19:04
108,서울,2024-07-17,98.8,63.3,08:25
108,서울,2024-07-18,128.8,20.2,14:10
108,서울,2024-07-19,0.1,0.1,
108,서울,2024-07-20,14.9,13.8,18:29
108,서울,2024-07-21,8.5,4.2,03:58
108,서울,2024-07-22,79.9,32.2,22:53
108,서울,2024-07-23,2.0,1.0,10:39
108,서울,2024-07-24,14.7,12.4,04:47
108,서울,2024-07-25,25.3,15.1,21:10
108,서울,2024-07-26,5.5,5.0,-23:31
108,서울,2024-07-27,33.5,15.1,16:55
108,서울,2024-07-28,0.0,0.0,
108,서울,2024-07-29,0.0,0.0,
108,서울,2024-07-30,,,
108,서울,2024-07-31,,,